Location,Date,Temperature,Humidity,Wind_Speed,CO2_Ambient_Level
Sousse,8/26/2024,29.3,50,6.1,407.36
Tunis,11/21/2024,34.8,97,3.5,399.94
Tunis,7/1/2024,42.1,87,13.6,413.53
Nabeul,11/25/2024,23.2,35,6.2,484.64
Sfax,2/2/2024,32.2,91,6.9,446.2
Gabès,5/16/2024,37.1,94,2.2,401.73
Nabeul,6/9/2024,13.8,70,4.9,391.17
Sousse,1/24/2024,479.7,29,14.3,398270
Gabès,7/7/2024,17.1,48,8,361.15
Sousse,9/12/2024,14.3,79,5,487.77
Nabeul,8/30/2024,16.1,80,6.4,398.71
Tunis,5/29/2024,2172.8,43,8.3,452.64
Sfax,2/28/2024,33.5,28,1,351.66
Sousse,12/15/2024,26.9,20,12.6,415.65
Gabès,6/22/2024,26.4,64,1.4,426.9
Tunis,4/30/2024,19.5,99,10.8,468.52
Gabès,2/28/2024,17.2,33,2.9,402.94
Tunis,6/16/2024,37.4,29,6.4,364.56
Nabeul,3/1/2024,10.7,93,16.9,426.98
Sousse,3/29/2024,2000.3,,19,499.87
Nabeul,3/15/2024,21.3,31,19,357.59
Nabeul,12/10/2024,vignt,43,2.5,354760
Nabeul,11/29/2024,vignt,20,18.9,481.07
Sousse,3/8/2024,vignt,,14.5,391.03
Sfax,2/7/2024,32.9,93,4.9,366.57
Sfax,2/4/2024,vignt,,6.8,400.68
Nabeul,6/27/2024,21.8,21,5,457.67
Nabeul,1/2/2025,29.2,77,14.8,427.19
Sousse,7/15/2024,23.2,98,10.4,361.24
Sousse,4/4/2024,26.2,95,6.8,394.26
Nabeul,10/5/2024,vignt,,7.5,400.48
Tunis,2/13/2024,vignt,76,8.9,401.14
Sousse,9/27/2024,21.5,45,9.4,451.46
Gabès,12/31/2024,18.3,97,6.8,453020
Tunis,12/9/2024,25.3,47,12.7,379.86
Gabès,8/27/2024,31.5,43,6.4,384.4
Sousse,10/27/2024,25.1,68,3.6,387.38
Tunis,12/12/2024,28.7,74,19.9,466.81
Tunis,6/26/2024,39.8,37,2,473.01
Nabeul,8/8/2024,28.3,61,17.8,375.37
Nabeul,1/6/2025,38.6,23,3.2,447.01
Gabès,7/9/2024,1734.6,55,17.3,358.5
Nabeul,12/20/2024,25,38,19.2,421.66
Nabeul,12/26/2024,28.3,63,11.1,485
Sousse,1/1/2025,11.9,62,0.7,370.21
Sfax,10/26/2024,15.9,55,15.2,388.11
Nabeul,8/21/2024,33.9,100,10,414.93
Gabès,8/19/2024,28.7,94,9.6,483.27
Sfax,10/30/2024,2287.6,95,5.3,474.26
Tunis,10/24/2024,44.5,54,13.4,391.82
Gabès,5/3/2024,vignt,52,19.4,352.7
Gabès,11/13/2024,24.4,100,0.7,352.51
Gabès,4/5/2024,41.3,100,13.1,444.72
Nabeul,6/22/2024,39.8,31,6,494.49
Tunis,7/6/2024,21.4,83,13.8,412.76
Tunis,7/3/2024,37,79,4.2,360.84
Sousse,1/31/2024,38.9,63,2.1,490.02
Sfax,3/13/2024,42.6,99,4.3,412.9
Tunis,3/12/2024,21.6,26,9.3,413.34
Tunis,3/13/2024,30.7,82,1.9,485.38
Nabeul,2/10/2024,18.4,40,13.5,437.25
Sfax,9/25/2024,31.3,76,14.4,371.86
Gabès,5/22/2024,11,91,16.7,468.45
Gabès,1/18/2024,26.9,,12.5,375280
Nabeul,12/1/2024,19.8,76,5,484.4
Sfax,4/29/2024,1114.4,,12.4,466680
Sfax,9/20/2024,19.9,29,1.2,474.65
Sfax,2/21/2024,10.1,52,12.6,442.52
Sfax,7/17/2024,33.6,88,1.4,485.52
Nabeul,4/9/2024,23.5,56,5.4,480.59
Sousse,11/21/2024,37.4,27,6.5,417.59
Sousse,5/28/2024,31.6,73,5.4,365.32
Sousse,9/14/2024,32.2,89,17.8,399.69
Sfax,8/13/2024,39.4,60,4,496.35
Sousse,12/29/2024,26.8,47,7.5,361.23
Sfax,3/26/2024,34.3,65,3.3,482.45
Gabès,3/29/2024,39.2,84,10.8,409.4
Gabès,7/29/2024,30.5,57,18.5,455.55
Sousse,9/19/2024,15,83,15.9,479530
Nabeul,6/5/2024,26.4,89,17.1,435.55
Gabès,3/23/2024,36.4,52,5.8,474.63
Sousse,5/17/2024,16.6,94,12.1,385.81
Nabeul,12/11/2024,33,23,11.6,459.79
Tunis,1/17/2025,38.5,33,6.5,372.18
Sfax,12/11/2024,41.6,48,2.4,401.89
Gabès,3/21/2024,26.4,47,15.1,477.81
Nabeul,8/17/2024,29.9,87,18.3,483.48
Tunis,8/8/2024,vignt,88,3.1,407100
Tunis,5/21/2024,21.4,48,19.3,373.59
Tunis,8/12/2024,35.8,78,14.4,395.37
Sfax,9/30/2024,42.5,90,14.5,466.31
Sousse,8/9/2024,18.5,28,5,388.34
Tunis,4/16/2024,34.6,90,14.3,435.39
Nabeul,4/7/2024,25.6,92,8.9,498.52
Tunis,6/5/2024,11.9,63,6.4,373.14
Sousse,2/21/2024,36.9,72,15.3,415.65
Sousse,9/17/2024,15.2,34,15.9,414.39
Tunis,8/20/2024,18,81,3.5,392.14
Sousse,7/1/2024,10.1,94,10,478.4
Sfax,2/21/2024,19.3,88,16.4,463.98
Tunis,11/16/2024,32.9,29,8.8,437.65
Nabeul,9/24/2024,20.4,36,12.7,367.78
Tunis,8/11/2024,44.3,79,15,464.88
Sousse,9/26/2024,18.4,75,13.4,448.84
Nabeul,3/7/2024,26.3,86,6.8,434.81
Gabès,6/3/2024,21.2,23,16.9,368.11
Tunis,11/19/2024,29.5,38,3.8,432.33
Sfax,3/18/2024,41.4,21,17.5,442.91
Sousse,2/24/2024,15.3,24,10.2,427.56
Sfax,9/21/2024,44.8,25,17.7,455.06
Nabeul,12/30/2024,32.3,63,13.6,496.66
Tunis,9/17/2024,34.1,42,5.2,439.98
Tunis,8/3/2024,30.2,46,10.1,463.71
Sfax,8/15/2024,15,94,14.7,424.4
Sfax,9/28/2024,24.4,61,11.9,378.66
Sfax,1/20/2024,25.3,54,8.9,432550
Gabès,10/9/2024,13.4,28,5.8,430.17
Gabès,2/24/2024,36.8,26,12,450.83
Sousse,4/14/2024,23.6,87,17.6,446.6
Sousse,2/19/2024,19.8,95,3.9,439.24
Sfax,7/30/2024,32,24,13.9,468.14
Sfax,8/24/2024,37.6,64,1.8,464.94
Sfax,3/19/2024,vignt,62,2.8,360560
Tunis,2/12/2024,34.9,62,16.2,363.66
Gabès,11/10/2024,18.9,73,3.7,391.24
Tunis,9/2/2024,vignt,36,4.7,430
Sousse,4/16/2024,28.8,68,17.3,353.23
Nabeul,12/24/2024,15.7,59,10.1,375.91
Tunis,7/29/2024,15.7,46,12.1,435.41
Gabès,11/27/2024,12,92,17.8,375.14
Tunis,4/14/2024,28.2,61,18.2,464.55
Gabès,12/22/2024,38,39,10.2,441.1
Nabeul,7/9/2024,36.8,49,16.1,405.9
Gabès,12/12/2024,39.5,81,11.1,420.74
Tunis,11/1/2024,13.8,54,2.1,410.46
Sousse,4/14/2024,35.3,85,17.9,470.78
Tunis,3/18/2024,25.1,59,17.6,476.58
Gabès,12/13/2024,14,35,14.6,397.01
Gabès,11/15/2024,40.7,60,4.7,410.38
Sousse,4/26/2024,34.1,37,3.3,389.63
Nabeul,3/29/2024,30.9,67,7.9,377.99
Sousse,3/18/2024,41.6,70,17.6,488.02
Sousse,8/13/2024,41.3,28,11.9,403.97
Gabès,6/13/2024,30.6,47,11,400930
Gabès,3/30/2024,25.6,52,2.9,355.55
Tunis,12/2/2024,37.6,89,0.9,444.59
Tunis,3/11/2024,19,53,1.9,367.87
Gabès,9/17/2024,35,81,12.8,485110
Nabeul,3/16/2024,29.7,38,6.2,422.29
Sousse,11/28/2024,15.9,48,14.6,367.43
Gabès,5/16/2024,18,40,16,397.19
Gabès,8/8/2024,11.8,26,10.2,468.66
Tunis,1/28/2024,25.9,47,3.9,457.09
Sousse,7/13/2024,32.7,92,6.5,454.18
Gabès,1/23/2024,35.1,43,9.5,415
Nabeul,10/16/2024,vignt,21,7.2,478.72
Nabeul,10/9/2024,20.1,32,19.7,495570
Gabès,10/18/2024,vignt,20,5.5,403.93
Sfax,12/28/2024,18.9,67,9.8,384.61
Tunis,4/15/2024,18.1,73,11.6,482.93
Sfax,10/19/2024,34.4,71,2.1,355.68
Gabès,11/5/2024,14.7,44,15.2,499.5
Sousse,3/26/2024,30.2,62,12,403.51
Sousse,9/13/2024,11.4,62,13.8,446.34
Nabeul,6/27/2024,11.2,79,11.7,495.18
Gabès,2/10/2024,34,38,17.8,443.51
Sfax,8/21/2024,23.5,89,19,394.61
Sousse,3/29/2024,31.1,84,8.2,405.96
Nabeul,11/19/2024,30.8,47,2.5,469.86
Sousse,7/8/2024,29.6,71,9.3,354.47
Sfax,8/8/2024,39,55,15.1,463.08
Nabeul,12/24/2024,36.6,61,2.6,427.55
Gabès,11/30/2024,24.6,98,6.7,439.71
Sfax,4/20/2024,20.4,30,16.9,427.3
Tunis,2/24/2024,41.6,79,0.6,471.49
Gabès,1/13/2025,44.6,70,9.1,370.08
Sfax,12/30/2024,40.4,68,19.1,413
Tunis,8/13/2024,40.4,21,9.4,363200
Nabeul,2/5/2024,44.7,93,0.7,465.2
Nabeul,1/16/2025,37.9,99,1.9,447.4
Sfax,2/24/2024,22.6,26,8.7,469.26
Sfax,6/20/2024,20.9,,13.1,437.26
Gabès,1/18/2024,22,62,9.1,448.7
Tunis,3/19/2024,18.7,67,10.4,426.95
Tunis,12/12/2024,13.2,43,15,440.39
Tunis,4/10/2024,16.1,23,9.3,351.8
Sousse,5/23/2024,22.1,41,15.1,463.54
Gabès,7/8/2024,20.2,79,4.7,406.6
Gabès,5/24/2024,714,,2.7,424.31
Sousse,1/9/2025,42.5,,5.2,381.66
Nabeul,3/26/2024,32.3,25,8.2,352.12
Sousse,3/31/2024,26.8,56,13.6,393.67
Sfax,4/22/2024,39.4,83,4.2,438.87
Sousse,7/28/2024,39.4,35,6.5,432.58
Tunis,3/3/2024,10.5,96,17.2,355
Nabeul,6/17/2024,30.2,35,7.9,466.19
Sousse,9/24/2024,15.9,43,14.8,386.56
Tunis,7/24/2024,42.8,49,3.8,485.35
Sousse,2/11/2024,17.7,26,7.2,390.29
Sousse,9/23/2024,37.2,90,18.3,381.82
Tunis,9/10/2024,29.3,29,12.8,462.18
Sfax,2/25/2024,32.9,75,12.5,392.78
Gabès,6/13/2024,vignt,95,6.1,431250
Nabeul,8/1/2024,35.8,99,11.7,430.92
Tunis,4/24/2024,30.2,,3,445.29
Gabès,3/20/2024,26.5,42,15,488.96
Sousse,12/7/2024,21.5,77,19.4,467.23
Gabès,3/4/2024,25.6,35,3.1,432.18
Gabès,6/17/2024,13.7,52,8.9,396.61
Gabès,8/31/2024,30.7,92,6,362.33
Gabès,10/24/2024,18.3,87,14,369.79
Nabeul,10/25/2024,22.7,25,16.4,351.69
Sfax,7/10/2024,41.8,85,10.4,490.23
Tunis,7/24/2024,29.1,67,3.4,394.86
Sousse,6/1/2024,28.2,39,14.3,475.28
Sfax,3/20/2024,42.3,56,1.8,410510
Sfax,2/5/2024,30.4,20,1.6,483.23
Nabeul,6/26/2024,33.3,28,0.8,358.75
Sousse,8/18/2024,15.4,84,2.7,408.41
Gabès,9/14/2024,40.4,43,19.2,364.46
Gabès,5/12/2024,20.4,65,12,442.94
Gabès,6/14/2024,34.5,88,12.2,370.47
Nabeul,10/17/2024,21.3,,18.5,374.99
Tunis,9/18/2024,24.8,26,11.4,440.11
Sousse,4/15/2024,28.7,58,15.1,379.61
Sfax,3/1/2024,34.7,42,11.8,351.58
Sfax,12/4/2024,2349.6,71,11.6,416.79
Sousse,11/6/2024,vignt,71,5,442.9
Nabeul,4/11/2024,14.5,26,7.6,474.82
Sousse,9/24/2024,39.7,27,16.3,451.39
Sfax,6/24/2024,vignt,,6.4,390250
Sousse,5/25/2024,18.7,44,17.9,412.4
Sfax,9/24/2024,27,51,19.1,495.67
Nabeul,9/7/2024,10.1,24,3.9,434.75
Sfax,12/15/2024,13.4,62,9.6,404.34
Tunis,7/5/2024,1402.8,80,6.9,469.57
Tunis,8/1/2024,34.8,55,8.9,473.33
Gabès,5/4/2024,15.3,25,7.6,373.3
Tunis,4/13/2024,17.8,40,8.8,452.18
Nabeul,4/1/2024,39.1,64,8.3,379.99
Nabeul,11/24/2024,43.1,87,5.4,407
Sfax,2/14/2024,12.5,57,10,357210
Sousse,3/23/2024,44.3,23,5.2,447.79
Gabès,10/20/2024,37.7,91,10.9,442.84
Nabeul,8/7/2024,37.1,32,19.4,395.82
Sfax,7/5/2024,19.8,63,18.8,355.39
Tunis,8/28/2024,15.6,29,10.7,385.41
Tunis,7/27/2024,16.2,85,1.7,411.58
Sfax,11/7/2024,2324.4,76,9.8,416.37
Sfax,11/3/2024,14.9,65,1.9,353.38
Gabès,1/25/2024,22.2,30,11.7,353.57
Tunis,3/5/2024,24.6,50,18.3,401.77
Sfax,4/28/2024,34.7,63,7.6,351.85
Sfax,3/1/2024,21.4,85,3.8,466.06
Nabeul,10/24/2024,1930.5,54,8.8,456.38
Nabeul,4/6/2024,34.1,52,17.8,499.61
Gabès,6/2/2024,24.8,45,8.3,397.03
Nabeul,12/9/2024,34.4,44,3.8,416.45
Gabès,4/16/2024,34.5,79,3.7,365.8
Nabeul,9/17/2024,27.3,66,10.5,497.96
Gabès,10/21/2024,27.1,36,2,410.83
Tunis,7/22/2024,vignt,44,8.4,418800
Gabès,7/19/2024,39.5,66,19.4,453.42
Sousse,5/19/2024,vignt,,7.1,440010
Sousse,7/13/2024,vignt,77,5.8,456830
Tunis,8/19/2024,18.1,53,0.9,397.2
Gabès,11/19/2024,vignt,,20,458.1
Nabeul,4/16/2024,14.6,38,17.4,456.34
Sousse,2/11/2024,16.5,85,16.3,498.82
Sousse,3/18/2024,29.9,37,16.2,450.97
Gabès,1/20/2024,2830,,18.3,411.93
Sousse,10/21/2024,31.2,52,1.2,492.86
Nabeul,6/14/2024,13.4,94,17.9,366.44
Sousse,10/14/2024,2723.2,,19.7,484.88
Sfax,7/22/2024,18.2,41,16.2,448.35
Tunis,10/30/2024,42.6,84,11.4,355.28
Nabeul,7/5/2024,17.7,62,4.1,424.25
Sousse,9/3/2024,41.8,35,14.3,451.47
Sousse,11/4/2024,28.4,83,1.7,418.57
Tunis,7/7/2024,36.8,21,10.1,447.77
Nabeul,12/4/2024,38,25,5.7,353.65
Sfax,8/6/2024,11.9,87,19.1,405.35
Tunis,3/20/2024,43.3,,15.2,400.95
Tunis,8/10/2024,vignt,43,12,388.2
Sfax,10/31/2024,41.2,46,2.4,453.68
Nabeul,4/29/2024,13.5,43,15.5,430.22
Sfax,11/10/2024,39.5,48,16.5,470.72
Sousse,1/9/2025,23.4,98,3.2,393.75
Gabès,1/2/2025,1226.4,75,2.9,378360
Sousse,5/14/2024,44.7,63,5.3,403.36
Tunis,8/19/2024,22.4,38,15.7,358.48
Gabès,11/27/2024,30.5,53,8.2,397.17
Sfax,4/8/2024,33.3,25,3.6,455.83
Tunis,4/9/2024,22.9,63,7,374.84
Tunis,1/29/2024,36.1,30,9.7,446.6
Sfax,4/13/2024,31.9,94,15.5,470.42
Sfax,8/29/2024,12.8,49,2,482.18
Tunis,12/6/2024,39.5,63,5.8,443.64
Nabeul,10/12/2024,44.4,27,3.9,409.87
Nabeul,9/18/2024,41,96,9.1,454.88
Tunis,2/23/2024,43.4,89,11.7,445.23
Nabeul,1/1/2025,12.9,99,8.4,466.08
Sfax,6/8/2024,34.5,40,4.7,402.89
Sfax,6/20/2024,23.7,81,5.2,387.61
Sfax,7/5/2024,39.3,96,9.1,414.29
Sousse,2/6/2024,32.5,,0.5,431.77
Tunis,3/29/2024,25.6,84,2.9,432.3
Tunis,6/7/2024,20.7,87,15.5,388.63
Sousse,7/21/2024,11,52,1.2,391.2
Sousse,8/25/2024,27.6,80,10.7,365.4
Sfax,7/2/2024,vignt,33,5.3,397.41
Nabeul,8/1/2024,vignt,98,12.3,480.11
Sousse,10/24/2024,26.1,62,1.2,372.94
Nabeul,4/19/2024,21.1,95,4.7,486.26
Sfax,7/16/2024,vignt,27,2.1,414.23
Sfax,8/12/2024,16.5,71,11.4,477.77
Sousse,9/19/2024,38.3,,12.6,451920
Sousse,4/1/2024,37,55,18,493.46
Nabeul,11/21/2024,41.7,59,17.6,489.47
Gabès,3/20/2024,30.2,99,6.6,468.9
Gabès,10/14/2024,11.9,77,9.3,388.52
Sousse,7/1/2024,14.1,95,18.8,399.41
Sousse,8/23/2024,43.8,70,18.2,367.78
Gabès,8/19/2024,19.8,32,0.7,465.6
Sfax,1/10/2025,11.1,24,7,362.98
Nabeul,10/6/2024,42.5,58,9.2,490.91
Gabès,10/20/2024,34.2,30,9,386.71
Tunis,6/21/2024,vignt,85,0.8,475.07
Tunis,9/22/2024,43.2,32,18.3,369.59
Sfax,9/16/2024,28.3,76,8.1,401.98
Tunis,12/6/2024,16,21,4,452.99
Gabès,6/13/2024,3628.4,48,7.6,447.1
Tunis,8/17/2024,28.9,78,3.4,454.41
Gabès,10/17/2024,14.3,98,3.1,449.86
Tunis,1/25/2024,vignt,55,13.6,449530
Sfax,6/26/2024,17.5,37,11.5,478.25
Gabès,6/18/2024,15.1,97,3.6,405.54
Gabès,3/9/2024,2105.6,35,7.7,431.05
Gabès,5/24/2024,1151.7,,18.7,452380
Nabeul,8/19/2024,22.8,44,12.8,464.32
Nabeul,10/28/2024,38.1,75,12.6,441.4
Tunis,3/17/2024,41.7,70,9.6,422.29
Gabès,8/16/2024,37,91,18.9,394.12
Tunis,3/31/2024,21.1,89,3.3,389.96
Sfax,12/8/2024,26.5,39,19.9,423.16
Tunis,6/30/2024,35.3,43,14,402690
Tunis,6/16/2024,vignt,27,15.6,425.72
Gabès,6/24/2024,13.2,92,9.1,414.6
Gabès,5/8/2024,29,72,12.5,434.82
Nabeul,9/16/2024,35.7,49,10.5,381.2
Gabès,8/23/2024,12.2,75,8.2,383.43
Sfax,7/1/2024,13.9,56,2.1,436.16
Sfax,12/25/2024,15,68,18.4,410.72
Nabeul,3/29/2024,34,45,3.3,452.72
Tunis,1/8/2025,1999.8,,14.3,472.21
Sousse,2/24/2024,14.3,71,18.5,460.99
Gabès,11/19/2024,19.9,24,4.3,466.38
Sfax,2/2/2024,29.6,37,2.2,474.14
Sfax,5/2/2024,42.9,92,1.7,400
Nabeul,6/13/2024,18.7,63,16.1,480.58
Tunis,3/10/2024,vignt,95,10.3,494.97
Gabès,10/14/2024,11.3,84,3.5,380.25
Nabeul,5/16/2024,28.1,68,10.7,408.05
Tunis,4/23/2024,28.3,42,18.4,366.49
Gabès,1/20/2024,22.6,91,16.8,404.92
Nabeul,8/8/2024,24.3,53,9,428.74
Sousse,7/12/2024,42.1,95,11.9,448.84
Nabeul,7/19/2024,35,57,6.2,411.24
Nabeul,10/18/2024,20.1,35,0.6,350.27
Sousse,10/17/2024,39.9,66,15.5,380.2
Tunis,7/15/2024,42.3,65,5.7,361.1
Gabès,5/28/2024,26.3,49,13.5,359.47
Gabès,6/8/2024,25.2,44,4.3,397.88
Sousse,5/17/2024,11.7,100,4.3,360.63
Nabeul,4/4/2024,30.5,80,6.8,495.09
Sfax,6/29/2024,2656,61,15.5,394.69
Sousse,10/9/2024,19.3,72,9.7,460.26
Gabès,2/18/2024,40.9,21,12.4,372.27
Gabès,7/21/2024,23.2,96,5.1,398.5
Sousse,8/4/2024,36.3,60,5,419.63
Nabeul,8/11/2024,1945.9,35,6.1,391.8
Sousse,1/22/2024,17.3,75,4.5,388.13
Nabeul,10/27/2024,30.1,62,0.5,492.39
Tunis,3/15/2024,42.4,,11.4,418.79
Tunis,10/6/2024,39,68,6.9,388.42
Sousse,7/16/2024,15.4,86,15,435.06
Nabeul,6/4/2024,30.4,99,2.8,400.14
Nabeul,1/4/2025,34.2,44,12.4,406.92
Nabeul,10/12/2024,19.8,90,10.3,400.43
Sfax,10/24/2024,14,,19.8,492.02
Sousse,9/7/2024,19.8,25,11.3,383.98
Tunis,12/13/2024,22,66,14.6,368.95
Tunis,7/8/2024,15.7,97,17.3,391.99
Sousse,6/19/2024,vignt,,5.1,498580
Gabès,12/19/2024,32.3,55,8.1,477.66
Nabeul,8/17/2024,15.9,83,9.3,491.82
Gabès,11/2/2024,32.1,93,1.6,499990
Tunis,7/6/2024,25,76,13,476.97
Gabès,12/26/2024,32.6,22,5.5,432.59
Sousse,8/13/2024,41.6,21,4.7,405.92
Sousse,4/1/2024,14.2,67,4.9,385.49
Sousse,11/12/2024,42,94,8.4,471.16
Sousse,10/11/2024,38,55,4.2,480.32
Nabeul,11/11/2024,44.8,55,2.4,441.63
Sousse,10/7/2024,43.2,67,12.2,499.05
Tunis,6/30/2024,41.4,33,11.8,374.49
Tunis,5/11/2024,2124,34,5.5,464.64
Tunis,12/5/2024,42,39,18.6,455.12
Nabeul,7/9/2024,14.3,87,1.4,351.95
Sousse,11/6/2024,11.1,99,6.3,362.98
Tunis,6/6/2024,35.2,,6.7,406.57
Nabeul,12/22/2024,20.8,91,14.4,440.58
Gabès,7/10/2024,10.5,88,18.7,486.86
Nabeul,3/3/2024,vignt,57,19.1,389.98
Nabeul,10/3/2024,1513.3,55,14.5,468.39
Tunis,10/24/2024,27.4,63,11.7,424.18
Nabeul,6/1/2024,25.7,46,2.1,482.04
Tunis,3/1/2024,vignt,75,4.3,386020
Sfax,10/10/2024,35.7,100,17.8,395.69
Gabès,8/22/2024,33.1,50,14.5,373.69
Nabeul,11/9/2024,175.5,69,7.3,441060
Tunis,10/8/2024,15.8,29,9.6,404.94
Tunis,12/30/2024,40.1,33,18.8,470.93
Tunis,5/5/2024,17.8,64,19.9,376.93
Gabès,9/7/2024,40.9,58,10.7,369.82
Nabeul,7/3/2024,32.2,31,7.1,421.52
Sousse,8/6/2024,41.2,46,7.8,494.08
Sousse,2/6/2024,12.7,67,10.3,408.04
Tunis,6/23/2024,29.4,54,7,473.86
Tunis,9/4/2024,349.6,,3,407330
Sfax,8/31/2024,31.5,88,8.8,481.09
Sfax,1/5/2025,903,27,6.2,454440
Tunis,4/8/2024,24.1,20,2.7,455.78
Sfax,10/17/2024,27.8,84,1.6,409.46
Sousse,8/1/2024,41,31,9,468.6
Sfax,9/30/2024,31,21,1.1,437.13
Tunis,11/22/2024,vignt,,3,490.54
Nabeul,7/21/2024,26,75,8.8,415.57
Sousse,7/4/2024,10.8,99,11.5,403.79
Sfax,7/8/2024,27.5,48,18.4,496.43
Gabès,5/18/2024,29.2,72,11.7,436.05
Tunis,10/29/2024,41.1,21,9.9,359.7
Gabès,1/6/2025,32.1,97,16.8,396.55
Sfax,12/14/2024,25.5,23,5.9,499.16
Gabès,5/11/2024,41.3,93,7,483.03
Sfax,2/7/2024,26.3,54,0.8,455
Nabeul,9/6/2024,11.6,63,0.9,356920
Nabeul,11/7/2024,vignt,,15.5,445040
Gabès,9/30/2024,21.4,49,0.5,464.97
Sousse,9/27/2024,39.5,33,5.9,434.03
Tunis,9/14/2024,44,40,8.1,444.86
Gabès,10/19/2024,28.3,69,11.4,470.17
Tunis,4/5/2024,16.5,93,12.9,470.64
Tunis,1/2/2025,23.1,72,6.5,387.61
Nabeul,9/21/2024,29.4,61,18.1,386.68
Sousse,10/10/2024,vignt,34,5.3,366.88
Gabès,2/8/2024,11.4,51,4.1,394.21
Tunis,12/15/2024,34,90,12.8,455.83
Tunis,8/12/2024,35,66,2.9,366.5
Nabeul,11/2/2024,12.4,23,15.5,405.81
Sousse,1/16/2025,13,35,16.3,476.7
Sfax,4/10/2024,29.2,51,4.2,358.75
Sfax,12/5/2024,10.1,58,1.5,489.97
Tunis,3/20/2024,25.6,20,18.1,401.27
Tunis,1/2/2025,vignt,76,1.2,350.06
Nabeul,5/19/2024,34.6,81,0.7,425.34
Sousse,5/19/2024,43.5,72,14.7,449.68
Sfax,6/18/2024,39.5,49,13,408.29
Tunis,2/14/2024,21.5,86,2.9,444.4
Gabès,8/13/2024,10.9,45,15.8,388.14
Sfax,6/11/2024,30.1,28,14.5,366.25
Gabès,7/2/2024,31.6,42,11.3,355.65
Gabès,1/14/2025,33.9,42,3.2,408.38
Sfax,4/11/2024,29.5,74,4.6,398.47
Tunis,3/3/2024,43.9,92,1.3,447.38
Gabès,10/9/2024,19.3,50,19,474.45
Nabeul,4/21/2024,592,31,6.6,482.05
Tunis,7/16/2024,vignt,34,10.6,352830
Sfax,12/30/2024,vignt,,3.2,377.64
Gabès,6/29/2024,vignt,56,3.5,388.73
Gabès,7/25/2024,11,90,19.2,489.64
Gabès,8/15/2024,26.7,79,15.4,471.33
Gabès,4/12/2024,31.3,99,12.2,383.55
Nabeul,5/8/2024,vignt,27,14.3,485.3
Tunis,10/20/2024,16.4,34,16.7,410.6
Sfax,4/2/2024,725.4,28,13.5,438360
Sfax,3/6/2024,vignt,59,16,439.34
Gabès,9/2/2024,13.3,86,2.7,434.31
Sfax,3/19/2024,23,51,4.2,460.75
Tunis,7/2/2024,42.4,35,17.6,368.43
Gabès,11/6/2024,35.3,22,2.3,459.76
Tunis,1/6/2025,12.4,50,13.1,354.13
Nabeul,2/4/2024,37.9,32,14.4,417.48
Sfax,3/8/2024,29.1,95,6.8,426.75
Nabeul,5/22/2024,32.1,32,17.6,414.35
Sfax,6/14/2024,16.4,74,6.8,406.79
Gabès,10/24/2024,21,,14.9,463850
Nabeul,6/23/2024,42.5,100,7.3,491
Tunis,1/31/2024,13.7,58,18.2,386.87
Sousse,3/17/2024,vignt,23,3.8,447.32
Sfax,2/18/2024,23.6,36,19.2,427.6
Nabeul,8/1/2024,2246.8,25,18.3,490840
Gabès,2/23/2024,38.9,91,12.3,383.94
Gabès,7/12/2024,37.1,23,9.9,438.26
Sfax,11/15/2024,31,77,3.2,375.26
Sousse,8/6/2024,37.7,96,9.5,376.07
Sfax,12/12/2024,13.9,90,3.6,438.65
Sfax,3/6/2024,31.1,79,0.8,423.15
Nabeul,5/29/2024,40.4,77,17.6,407.48
Gabès,9/19/2024,31.9,38,8.8,398.16
Nabeul,7/21/2024,vignt,93,10.1,480.96
Nabeul,12/15/2024,22.7,61,12.5,426770
Sfax,3/12/2024,17.1,94,10.9,365.86
Gabès,12/17/2024,vignt,52,11.2,378.57
Nabeul,10/9/2024,22,91,18.5,354.09
Sfax,1/8/2025,14.8,67,1.5,414.55
Nabeul,11/3/2024,38,59,19.1,389.33
Sfax,5/26/2024,28.1,48,9,351.59
Sfax,7/27/2024,12.2,94,3.6,378.54
Sousse,4/12/2024,33.7,63,16.8,356.28
Gabès,2/13/2024,18,48,19.7,419.35
Gabès,9/5/2024,19.7,26,19.4,464.51
Sfax,8/16/2024,19.7,72,17.9,472.2
Sousse,2/20/2024,24.5,28,18.9,440.96
Nabeul,4/21/2024,939,100,16.2,361.58
Sfax,7/11/2024,21.5,67,6.7,384.22
Tunis,12/24/2024,39.6,65,6.3,428.8
Gabès,1/4/2025,35.5,23,10.2,445.81
Nabeul,8/16/2024,20.3,44,15,443.61
Gabès,3/13/2024,17.8,36,6.1,479.86
Sousse,1/21/2024,43.3,49,3.9,359.25
Nabeul,2/9/2024,18.8,42,19.9,413.41
Sfax,3/11/2024,18.4,73,4.7,365.12
Tunis,5/8/2024,10.7,99,1.9,366.85
Tunis,7/20/2024,34.9,36,10.1,493.59
Tunis,9/5/2024,27.2,81,5.8,475.19
Gabès,9/11/2024,19,90,2.3,382.93
Sfax,2/26/2024,35.7,20,6.2,392.15
Sousse,2/27/2024,27.5,53,3.7,446.25
Gabès,5/19/2024,40.6,54,12.5,495.14
Sfax,2/24/2024,44.2,75,1.2,460300
Nabeul,2/17/2024,vignt,,5.7,432.83
Sousse,2/3/2024,25.2,27,12.9,432.62
